ATG,LPS,chitin,elf,flg,nlp,OGs,pep
AT2G32200,1,1,1,1,1,1,1
AT2G32210,1,1,1,1,1,1,1
AT2G32235,0,0,0,1,0,0,0
AT2G32240,0,0,1,1,1,1,1
AT2G32250,0,0,1,1,1,1,1
AT2G32380,0,0,1,0,0,0,0
AT2G32460,0,0,1,1,1,0,1
AT2G32487,0,0,0,0,0,1,0
AT2G32530,0,1,1,0,0,1,1
AT2G32660,1,0,1,1,1,1,1
AT2G32670,0,0,1,1,1,1,0
AT2G32680,1,1,1,1,1,1,1
AT2G32720,0,0,0,1,1,0,0
AT2G32800,0,0,1,1,1,1,1
AT2G32830,0,0,0,1,1,0,0
AT2G32920,0,0,1,1,1,0,1
AT2G32930,0,0,1,1,1,1,1
AT2G33000,0,0,0,0,0,0,1
AT2G33020,0,0,1,0,0,1,1
AT2G33100,0,0,0,1,0,0,0
AT2G33110,0,1,1,1,1,1,1
AT2G33120,0,0,1,1,1,1,1
AT2G33130,0,0,0,1,1,0,1
AT2G33390,0,0,1,1,0,1,0
AT2G33480,0,0,0,0,1,0,0
AT2G33490,0,0,1,1,1,0,0
AT2G33540,0,0,0,1,0,0,0
AT2G33580,1,1,1,1,1,1,1
AT2G33600,0,0,0,1,0,0,0
AT2G33700,0,0,0,1,1,0,0
AT2G33710,1,1,1,1,1,1,1
AT2G33780,1,0,1,1,1,1,1
AT2G34000,0,0,0,1,0,0,0
AT2G34020,0,0,0,0,0,1,1
AT2G34080,1,0,0,0,1,0,1
AT2G34090,0,0,0,1,0,1,0
AT2G34180,0,0,0,1,0,0,0
AT2G34210,0,0,0,1,0,1,0
AT2G34220,0,0,1,0,0,0,0
AT2G34250,0,0,1,1,1,0,0
AT2G34340,0,0,0,0,0,1,1
AT2G34355,0,0,1,1,1,1,1
AT2G34360,1,1,0,0,1,1,1
AT2G34390,0,0,0,1,0,0,1
AT2G34500,0,0,0,1,0,0,0
AT2G34580,0,0,1,1,1,1,1
AT2G34600,0,0,0,0,0,0,1
AT2G34650,0,0,1,1,1,1,1
AT2G34670,0,0,0,0,0,1,1
AT2G34730,0,0,0,1,1,0,1
AT2G34790,0,0,0,0,0,0,1
AT2G34840,0,0,1,1,0,0,1
AT2G34930,0,0,1,1,1,1,1
AT2G34940,0,0,0,1,0,0,0
AT2G34960,0,1,1,1,1,0,0
AT2G35000,0,1,1,1,1,1,1
AT2G35170,0,0,0,1,0,0,0
AT2G35290,0,0,0,0,0,1,0
AT2G35390,0,0,1,1,1,1,1
AT2G35420,0,0,0,1,1,0,0
AT2G35510,0,0,1,1,1,0,0
AT2G35610,0,0,0,1,0,0,0
AT2G35637,0,0,1,1,1,1,1
AT2G35640,0,0,1,1,1,1,1
AT2G35658,1,1,1,1,1,1,1
AT2G35660,0,0,0,1,0,0,0
AT2G35710,1,1,1,1,1,1,1
AT2G35730,0,0,1,1,1,1,1
AT2G35736,0,0,0,1,0,0,0
AT2G35770,0,0,0,0,0,0,1
AT2G35910,0,0,1,1,0,1,1
AT2G35930,1,1,1,1,1,1,1
AT2G35980,1,1,1,1,1,1,1
AT2G36110,0,0,0,0,0,1,0
AT2G36210,0,0,1,1,0,1,0
AT2G36220,1,1,1,1,1,1,1
AT2G36270,0,1,1,1,1,1,1
AT2G36290,0,0,0,0,1,0,0
AT2G36300,0,0,0,1,0,0,0
AT2G36320,0,0,1,1,0,0,0
AT2G36325,0,0,1,1,1,1,0
AT2G36330,0,0,1,1,1,1,1
AT2G36380,0,0,1,1,1,0,1
AT2G36420,0,0,1,0,0,0,1
AT2G36430,0,0,1,1,0,0,0
AT2G36470,0,0,0,1,0,0,0
AT2G36500,0,0,0,1,0,0,0
AT2G36580,0,0,1,1,1,0,1
AT2G36590,0,0,1,1,1,1,0
AT2G36650,0,0,0,0,0,0,1
AT2G36680,0,0,1,1,1,0,0
AT2G36690,1,1,1,1,1,1,1
AT2G36695,0,0,1,1,0,0,0
AT2G36750,1,0,0,0,0,1,0
AT2G36770,0,0,1,1,0,0,0
AT2G36780,1,1,1,1,1,1,1
AT2G36790,0,1,1,1,1,1,1
AT2G36800,1,0,1,1,1,1,1
AT2G36840,0,0,1,1,0,0,0
AT2G36880,0,0,1,1,0,0,0
AT2G36900,0,0,0,1,0,0,0
AT2G36950,0,0,1,1,1,1,1
AT2G36960,0,0,0,1,0,0,0
AT2G36970,0,0,0,0,1,1,1
AT2G37040,1,0,1,1,1,1,1
AT2G37070,0,0,1,1,0,0,0
AT2G37110,0,0,1,1,1,1,0
AT2G37150,0,0,1,1,1,0,0
AT2G37210,0,0,0,0,0,0,1
AT2G37430,1,1,1,1,1,1,1
AT2G37440,0,0,1,0,0,0,1
AT2G37670,0,0,0,0,1,0,0
AT2G37710,1,1,1,1,1,1,1
AT2G37720,0,0,1,1,1,1,1
AT2G37750,0,0,0,1,0,0,0
AT2G37760,0,0,0,0,0,1,1
AT2G37770,1,0,1,1,1,1,1
AT2G37810,0,1,0,1,0,1,0
AT2G37820,0,0,0,0,0,0,1
AT2G37830,0,0,1,1,1,1,0
AT2G37880,0,0,0,0,0,0,1
AT2G37940,1,1,1,1,1,1,1
AT2G37970,0,0,1,1,1,1,1
AT2G37975,0,0,0,1,0,0,0
AT2G37980,0,0,1,1,1,1,1
AT2G38000,0,0,1,1,0,0,0
AT2G38080,0,0,0,0,1,0,0
AT2G38210,0,0,1,1,1,0,0
AT2G38240,0,0,1,1,0,0,0
AT2G38250,1,1,1,1,1,1,1
AT2G38290,0,1,1,1,1,1,1
AT2G38360,0,0,0,1,0,0,0
AT2G38465,0,0,1,1,1,1,0
AT2G38470,1,1,1,1,1,1,1
AT2G38490,0,0,1,1,1,0,0
AT2G38600,0,0,0,0,0,0,1
AT2G38610,0,0,0,0,1,0,0
AT2G38690,0,0,0,1,0,0,0
AT2G38740,0,0,0,0,1,0,0
AT2G38790,0,1,1,1,1,1,1
AT2G38860,1,1,1,1,1,1,1
AT2G38870,1,1,1,1,1,1,1
AT2G38880,0,0,0,1,0,0,0
AT2G38940,1,1,1,1,1,1,1
AT2G38960,0,0,1,1,0,0,0
AT2G39030,0,0,0,1,1,0,1
AT2G39100,0,0,0,1,0,0,0
AT2G39110,0,0,0,0,0,1,1
AT2G39200,1,1,1,1,1,1,1
AT2G39210,1,1,1,1,1,1,1
AT2G39220,0,0,1,0,0,0,0
AT2G39320,0,0,0,1,0,0,0
AT2G39350,0,0,1,1,1,1,1
AT2G39360,0,0,0,1,0,0,0
AT2G39380,1,1,1,1,1,1,1
AT2G39390,0,0,0,1,0,0,0
AT2G39400,1,1,1,1,1,1,1
AT2G39410,0,0,0,1,0,1,1
AT2G39420,0,0,1,1,1,1,1
AT2G39435,0,0,0,1,0,0,0
AT2G39450,0,0,1,0,0,0,0
AT2G39480,0,0,0,1,0,0,1
AT2G39490,0,0,1,1,1,0,0
AT2G39518,1,1,1,1,1,1,1
AT2G39530,1,1,1,1,1,1,1
AT2G39550,0,0,1,1,0,0,0
AT2G39650,1,1,1,1,1,1,1
AT2G39660,1,1,1,1,1,1,1
AT2G39710,0,0,1,1,1,1,1
AT2G39725,0,0,0,1,0,0,0
AT2G39770,0,0,0,1,0,0,0
AT2G39840,0,0,1,1,0,0,0
AT2G39980,1,1,1,1,1,1,1
AT2G40000,1,1,1,1,1,1,1
AT2G40080,0,0,1,0,1,1,1
AT2G40090,0,0,0,1,1,0,0
AT2G40095,1,1,1,1,1,1,1
AT2G40110,0,0,1,1,1,1,1
AT2G40113,0,0,1,1,1,0,1
AT2G40130,0,0,0,0,0,0,1
AT2G40140,1,1,1,1,1,1,1
AT2G40160,0,0,0,1,1,0,0
AT2G40170,0,0,1,1,1,1,0
AT2G40180,1,1,1,1,1,1,1
AT2G40200,0,0,0,1,1,0,0
AT2G40270,1,1,1,1,1,1,1
AT2G40340,0,0,0,1,0,0,0
AT2G40350,1,0,0,0,0,1,0
AT2G40370,0,0,0,0,0,0,1
AT2G40711,0,0,0,1,0,0,0
AT2G40730,0,0,0,1,0,0,0
AT2G40740,0,1,1,1,1,1,0
AT2G40750,0,1,1,0,1,1,1
AT2G40765,0,0,0,1,0,0,0
AT2G40810,0,0,0,0,1,0,0
AT2G40880,0,0,0,1,0,0,0
AT2G40890,0,0,1,1,0,1,1
AT2G41000,0,0,1,0,0,0,0
AT2G41010,1,1,1,1,1,1,1
AT2G41070,0,0,0,1,0,0,0
AT2G41090,0,1,0,0,0,0,0
AT2G41100,1,1,1,1,1,1,1
AT2G41110,0,0,1,1,1,1,1
AT2G41160,0,0,1,1,1,0,1
AT2G41170,0,1,1,1,0,1,1
AT2G41225,0,0,0,1,1,1,1
AT2G41230,1,1,1,1,1,1,1
AT2G41280,0,0,1,1,1,1,1
AT2G41342,0,1,1,1,1,1,1
AT2G41350,0,0,1,1,1,0,0
AT2G41380,1,1,1,1,1,1,1
AT2G41410,0,0,1,0,0,1,1
AT2G41420,0,0,1,1,1,1,1
AT2G41430,0,0,1,1,1,1,1
AT2G41440,1,1,1,1,1,1,1
AT2G41450,0,0,1,1,0,0,1
AT2G41480,0,0,1,1,1,1,0
AT2G41490,0,0,1,1,1,0,1
AT2G41630,0,0,0,1,0,0,0
AT2G41640,1,1,1,1,1,1,1
AT2G41660,0,0,1,0,0,0,0
AT2G41690,0,0,1,1,1,1,1
AT2G41730,1,1,1,1,1,1,1
AT2G41800,0,0,0,0,1,1,1
AT2G41835,1,1,1,1,1,1,1
AT2G41870,0,0,0,1,0,0,0
AT2G41880,0,1,1,1,1,1,1
AT2G41890,0,0,0,0,0,0,1
AT2G41905,0,1,1,1,1,1,1
AT2G42010,0,0,0,1,0,0,0
AT2G42060,0,1,1,1,1,1,1
AT2G42270,0,0,0,1,0,0,0
AT2G42330,0,0,1,1,1,1,1
AT2G42340,0,0,1,1,0,0,1
AT2G42350,0,0,1,1,1,1,1
AT2G42360,1,1,1,1,1,1,1
AT2G42365,0,0,1,1,1,0,1
AT2G42400,0,0,0,1,0,0,0
AT2G42430,0,0,0,0,0,0,1
AT2G42480,0,0,0,0,1,0,0
AT2G42760,0,0,1,0,1,1,1
AT2G42860,0,0,0,1,0,0,0
AT2G42900,0,0,0,1,0,0,0
AT2G42950,0,1,1,1,1,1,1
AT2G42980,0,0,0,1,1,0,0
AT2G42990,0,0,1,1,1,0,1
AT2G43000,0,1,1,1,1,1,1
AT2G43120,0,0,1,1,1,1,1
AT2G43160,0,0,0,1,1,0,0
AT2G43290,0,0,1,0,1,1,1
AT2G43320,0,1,1,1,1,1,1
AT2G43410,0,0,0,1,0,0,0
AT2G43490,0,0,0,1,0,0,0
AT2G43510,0,0,1,1,1,1,1
AT2G43520,0,0,1,1,1,1,1
AT2G43570,0,0,1,1,1,1,1
AT2G43580,0,0,1,1,1,1,1
AT2G43590,1,1,1,1,1,1,1
AT2G43620,1,1,1,1,1,1,1
AT2G43630,0,0,1,1,0,0,0
AT2G43640,0,0,0,1,0,0,0
AT2G43760,0,0,0,1,0,0,0
AT2G43790,0,0,1,1,0,0,1
AT2G43820,0,0,0,0,0,1,0
AT2G43850,0,0,1,1,1,1,0
AT2G44010,0,0,1,1,0,1,1
AT2G44070,1,0,1,1,1,1,1
AT2G44080,0,0,1,1,1,1,1
AT2G44180,0,1,1,1,1,1,1
AT2G44200,0,0,0,1,1,0,0
AT2G44280,0,0,1,1,1,1,1
AT2G44290,1,1,1,1,1,1,1
AT2G44300,1,0,0,0,0,0,1
AT2G44310,0,0,0,1,0,0,0
AT2G44350,0,0,1,1,0,0,0
AT2G44360,0,0,0,1,0,0,0
AT2G44370,1,1,1,1,1,1,1
AT2G44380,0,1,1,1,0,1,1
AT2G44383,0,0,1,1,0,0,0
AT2G44410,0,0,1,1,0,0,0
AT2G44430,0,0,1,1,0,0,0
AT2G44460,0,0,1,1,1,0,1
AT2G44480,0,0,1,1,1,1,1
AT2G44490,1,1,1,1,1,1,1
AT2G44500,1,1,1,1,1,1,1
AT2G44570,0,0,1,0,0,0,0
AT2G44578,0,1,1,1,1,1,1
AT2G44600,0,0,1,1,1,1,1
AT2G44670,0,1,0,0,0,0,0
AT2G44790,0,0,1,1,1,1,1
AT2G44840,1,1,1,1,1,1,1
AT2G44890,0,0,0,0,1,0,0
AT2G44910,0,0,0,1,0,0,0
AT2G44970,0,0,0,1,0,0,0
AT2G45010,0,0,1,1,1,0,0
AT2G45070,0,0,1,1,1,1,1
AT2G45080,0,0,1,1,0,1,1
AT2G45120,0,0,1,1,0,0,0
AT2G45130,0,0,1,1,1,0,1
AT2G45140,0,0,1,1,1,0,0
AT2G45210,0,0,1,1,1,1,1
AT2G45220,0,0,1,1,1,1,1
AT2G45290,0,0,1,1,1,1,1
AT2G45300,0,0,1,1,1,1,1
AT2G45330,0,0,0,1,0,0,0
AT2G45360,0,0,1,1,0,1,1
AT2G45450,0,0,0,1,0,0,1
AT2G45500,0,0,1,1,1,0,0
AT2G45570,0,0,0,1,1,0,1
AT2G45680,0,1,0,0,0,0,1
AT2G45760,0,1,1,1,1,1,1
AT2G45910,0,0,0,1,0,0,0
AT2G45920,0,0,0,1,0,0,0
AT2G46140,0,0,1,1,1,1,1
AT2G46150,0,0,1,1,1,1,1
AT2G46160,1,1,1,1,1,1,1
AT2G46170,0,0,1,1,0,0,0
AT2G46210,0,0,1,0,0,0,1
AT2G46240,0,0,1,0,1,0,0
AT2G46260,0,0,1,1,1,0,1
AT2G46270,0,0,1,1,1,1,1
AT2G46320,0,0,0,1,0,0,0
AT2G46330,0,1,1,1,1,1,1
AT2G46400,1,1,1,1,1,1,1
AT2G46410,0,0,0,0,0,1,1
AT2G46430,1,1,1,1,1,1,1
AT2G46440,1,1,1,1,1,1,1
AT2G46450,0,0,0,0,0,0,1
AT2G46490,0,0,0,1,0,0,0
AT2G46495,0,0,1,1,1,1,0
AT2G46500,0,1,1,1,1,1,1
AT2G46530,0,0,0,1,1,0,0
AT2G46600,0,1,0,1,1,1,0
AT2G46620,1,1,1,1,1,1,1
AT2G46650,0,0,1,1,1,1,0
AT2G46735,0,0,0,1,1,0,0
AT2G46740,0,0,0,0,0,0,1
AT2G46750,0,0,1,1,1,1,1
AT2G46920,0,0,1,0,0,0,0
AT2G46940,1,1,1,1,1,1,1
AT2G46970,0,0,1,0,0,0,0
AT2G47000,1,0,0,0,0,0,0
AT2G47060,1,1,1,1,1,1,1
AT2G47070,0,0,1,1,0,1,1
AT2G47130,0,1,1,1,1,1,1
AT2G47140,0,0,1,1,0,0,0
AT2G47180,0,0,1,1,1,0,0
AT2G47190,0,1,1,1,1,1,1
AT2G47240,0,1,1,1,0,0,0
AT2G47260,0,0,1,1,1,1,1
AT2G47270,0,0,1,0,0,0,0
AT2G47350,0,0,1,0,0,0,0
AT2G47470,0,1,1,1,1,0,1
AT2G47485,0,1,1,1,0,0,1
AT2G47490,0,0,1,1,0,0,0
AT2G47550,0,1,1,1,0,1,1
AT2G47560,0,0,0,0,0,0,1
AT2G47650,0,0,1,1,1,1,1
AT2G47680,0,0,1,1,0,1,1
AT2G47730,1,1,1,1,1,1,1
AT2G47800,1,1,1,1,1,1,1
AT2G47950,1,0,1,1,0,0,1
AT2G48010,0,0,0,0,0,0,1
AT2G48150,0,0,1,1,1,0,1
AT3G01040,0,0,0,1,0,0,0
AT3G01080,0,0,1,1,0,0,0
AT3G01170,0,0,1,1,1,0,0
AT3G01175,0,0,0,1,1,1,1
AT3G01220,0,0,0,0,1,1,0
AT3G01290,1,1,1,1,1,1,1
AT3G01420,0,0,0,1,0,1,1
AT3G01430,0,0,1,1,1,1,0
AT3G01513,0,0,0,1,0,0,1
AT3G01540,0,0,0,1,0,0,0
AT3G01610,0,0,0,1,0,0,0
AT3G01620,0,0,0,1,0,0,0
AT3G01640,0,0,0,1,0,0,0
AT3G01650,0,0,0,1,0,0,0
AT3G01720,0,0,1,1,1,0,1
AT3G01820,0,0,1,1,1,1,0
AT3G01830,1,1,1,1,1,1,1
AT3G01840,0,0,1,1,1,1,0
AT3G01970,0,0,1,1,1,1,1
AT3G01990,0,1,1,1,1,1,1
AT3G02000,0,0,0,1,1,0,1
AT3G02040,0,0,1,1,1,1,1
AT3G02070,0,0,1,1,1,1,1
AT3G02130,0,0,0,1,0,0,0
AT3G02150,0,0,0,1,0,0,1
AT3G02190,0,0,0,1,0,0,0
AT3G02210,0,0,1,0,0,0,0
AT3G02230,0,0,1,1,0,0,0
AT3G02240,1,1,1,1,1,1,1
AT3G02242,1,0,1,1,1,1,1
AT3G02340,0,0,0,1,1,0,0
AT3G02360,0,0,1,1,1,0,1
AT3G02550,0,0,0,0,0,0,1
AT3G02740,0,0,0,1,1,0,0
AT3G02750,0,0,1,1,1,0,1
AT3G02770,0,0,0,0,0,1,0
AT3G02800,1,1,1,1,1,1,1
AT3G02840,1,1,1,1,1,1,1
AT3G02875,0,0,1,1,0,0,0
AT3G02880,0,1,1,1,1,1,1
AT3G03000,0,0,1,1,0,1,0
AT3G03010,0,0,0,1,0,1,0
AT3G03020,1,1,1,1,1,1,1
AT3G03030,1,1,1,1,1,1,1
AT3G03050,0,0,0,0,0,0,1
AT3G03110,0,0,0,1,0,0,0
AT3G03272,0,0,0,1,0,0,0
AT3G03280,0,0,0,1,0,1,0
AT3G03310,0,0,0,0,1,0,0
AT3G03440,0,0,0,1,1,1,1
AT3G03450,0,0,1,0,0,0,0
AT3G03560,0,0,1,1,1,0,0
AT3G03610,0,0,1,1,0,0,0
AT3G03660,0,0,0,0,0,1,0
AT3G03670,0,0,1,1,0,1,1
AT3G03740,0,0,0,1,0,0,0
AT3G03770,0,0,0,0,0,1,0
AT3G03780,0,0,0,0,1,0,0
AT3G03855,1,1,1,1,1,1,1
AT3G03870,0,0,1,1,0,0,0
AT3G03970,0,0,0,1,0,0,0
AT3G04000,1,0,0,1,0,1,1
AT3G04010,0,0,0,1,0,0,0
AT3G04040,0,0,0,1,0,0,1
AT3G04050,0,0,0,0,1,0,0
AT3G04060,0,0,0,1,0,1,0
AT3G04070,0,0,1,1,1,1,1
AT3G04110,0,0,1,1,1,1,1
AT3G04181,0,0,0,1,0,0,0
AT3G04210,1,1,1,1,1,1,1
AT3G04220,1,1,1,1,1,1,1
AT3G04240,0,0,0,1,0,0,0
AT3G04300,0,0,1,0,1,0,1
AT3G04360,0,0,0,1,0,0,0
AT3G04420,0,0,1,1,0,1,1
AT3G04480,0,0,1,0,0,0,0
AT3G04590,0,0,0,1,0,0,0
AT3G04620,0,1,1,1,1,0,0
AT3G04640,1,1,1,1,1,1,1
AT3G04670,0,0,1,1,1,0,1
AT3G04700,0,0,0,1,0,0,0
AT3G04717,0,0,0,1,1,1,1
AT3G04720,0,0,0,0,1,0,0
AT3G04780,0,0,0,1,0,0,0
AT3G04930,0,0,0,1,0,0,0
AT3G05050,0,0,0,1,1,0,1
AT3G05155,0,0,0,0,0,0,1
AT3G05170,0,0,0,1,0,0,0
AT3G05200,1,1,1,1,1,1,1
AT3G05220,0,0,0,1,0,0,0
AT3G05230,0,0,1,1,0,0,0
AT3G05250,0,0,0,1,0,0,0
AT3G05290,0,0,1,1,1,0,0
AT3G05320,0,0,1,1,1,1,1
AT3G05350,0,0,0,1,0,0,0
AT3G05360,1,1,1,1,1,1,1
AT3G05370,1,1,1,1,1,1,1
AT3G05390,0,0,1,1,1,0,1
AT3G05400,0,0,1,1,1,1,0
AT3G05545,0,0,0,1,0,0,0
AT3G05550,0,0,1,0,1,0,1
AT3G05580,0,1,1,1,1,1,1
AT3G05650,0,0,0,0,0,1,0
AT3G05660,1,1,1,1,1,1,1
AT3G05670,0,0,0,1,0,0,0
AT3G05710,0,0,0,1,0,0,0
AT3G05820,0,0,0,0,0,1,0
AT3G05830,0,0,1,1,1,1,1
AT3G05840,0,0,0,0,1,0,0
AT3G05858,0,0,0,0,0,1,0
AT3G05930,0,0,0,1,0,0,0
AT3G05950,0,0,0,0,0,1,0
AT3G05970,0,0,0,1,0,0,0
AT3G05990,0,0,0,1,0,0,0
AT3G06100,0,0,0,1,1,0,1
AT3G06250,0,0,0,1,0,0,0
AT3G06260,0,0,0,1,1,0,1
AT3G06300,0,0,1,1,1,0,1
AT3G06330,0,0,1,1,1,1,1
AT3G06350,0,0,1,1,1,0,1
AT3G06370,0,0,0,1,0,0,1
AT3G06420,0,0,1,1,1,1,1
AT3G06490,0,0,1,1,0,0,1
AT3G06500,0,0,0,1,0,1,1
AT3G06520,0,1,0,0,0,1,1
AT3G06540,0,0,0,1,0,0,0
AT3G06620,0,0,0,1,0,0,0
AT3G06760,0,0,1,1,0,1,1
AT3G06780,0,0,1,1,0,0,0
AT3G06840,0,0,1,0,0,0,0
AT3G06890,1,1,1,1,1,1,1
AT3G07040,0,1,1,1,1,1,1
AT3G07090,1,1,1,1,1,1,1
AT3G07190,0,1,1,1,1,1,1
AT3G07195,1,1,1,1,1,1,1
AT3G07273,0,0,0,1,0,0,0
AT3G07274,0,0,0,1,0,0,0
AT3G07280,0,0,0,1,0,0,0
AT3G07370,0,0,1,1,1,1,0
AT3G07390,1,1,1,1,1,1,1
AT3G07560,0,0,0,1,0,0,0
AT3G07570,0,0,1,1,0,0,1
AT3G07580,0,1,1,1,1,1,1
AT3G07600,0,1,0,1,0,1,1
AT3G07650,0,0,1,0,0,0,0
AT3G07680,0,0,1,1,0,0,0
AT3G07700,0,0,0,1,0,0,0
AT3G07720,0,0,0,0,1,0,1
AT3G07760,0,0,1,0,0,0,0
AT3G07780,0,0,1,1,1,1,1
AT3G07800,0,0,0,1,1,0,0
AT3G07870,0,0,1,1,0,0,0
AT3G07890,0,0,0,1,0,0,0
AT3G07960,0,0,0,1,0,1,1
AT3G07970,0,0,0,0,0,0,1
AT3G08030,0,1,1,1,1,1,1
AT3G08630,0,0,1,1,1,0,0
AT3G08640,0,0,1,1,1,1,1
AT3G08690,0,0,0,1,0,0,0
AT3G08710,1,1,1,1,1,1,1
AT3G08720,1,1,1,1,1,1,1
AT3G08760,1,1,1,1,1,1,1
AT3G08870,1,1,1,1,1,1,1
AT3G08880,0,0,0,1,0,0,0
AT3G08890,0,0,0,1,0,0,0
AT3G08970,1,1,1,1,1,1,1
AT3G09000,0,0,1,1,1,0,0
AT3G09010,1,1,1,1,1,1,1
AT3G09020,1,1,1,1,1,1,1
AT3G09030,0,0,0,1,0,0,0
AT3G09032,1,1,1,1,1,1,1
AT3G09040,0,0,0,1,0,0,0
AT3G09085,0,0,0,1,0,0,0
AT3G09230,0,0,1,1,1,0,0
AT3G09320,0,0,0,1,0,0,0
AT3G09340,0,0,0,1,0,0,0
AT3G09350,1,0,1,1,1,0,1
AT3G09370,0,0,1,1,1,0,0
AT3G09390,0,0,1,1,0,1,0
AT3G09400,0,0,0,1,1,0,0
AT3G09405,1,1,1,1,1,1,1
AT3G09440,1,1,1,1,1,0,1
AT3G09480,0,0,1,1,1,0,0
AT3G09490,0,0,1,1,1,1,1
AT3G09520,0,0,1,1,1,1,1
AT3G09570,0,0,0,1,1,0,0
AT3G09600,0,0,1,0,0,0,0
AT3G09735,0,0,1,1,0,0,0
AT3G09790,0,0,1,1,0,0,1
AT3G09830,1,1,1,1,1,1,1
AT3G09870,1,1,1,1,1,1,1
AT3G09910,0,0,0,0,0,1,0
AT3G09920,0,0,1,1,1,0,1
AT3G09940,0,0,1,1,1,1,1
AT3G09950,0,0,0,0,0,0,1
AT3G10120,0,0,1,1,0,1,0
AT3G10300,0,0,1,1,1,1,1
AT3G10320,0,0,1,1,1,1,1
AT3G10340,0,0,0,1,0,0,1
AT3G10380,0,0,0,1,0,0,0
AT3G10490,0,0,0,1,1,0,0
AT3G10500,0,0,1,1,1,1,1
AT3G10640,1,1,1,1,1,1,1
AT3G10720,1,1,1,1,1,1,1
AT3G10730,0,0,0,1,0,0,0
AT3G10800,0,0,1,1,1,0,1
AT3G10815,0,1,1,1,1,1,1
AT3G10915,0,0,0,1,1,0,0
AT3G10930,1,1,1,1,1,1,1
AT3G10985,0,0,0,1,1,0,1
AT3G11010,1,1,1,1,1,1,1
AT3G11040,0,0,1,0,1,0,1
AT3G11080,1,1,1,1,1,1,1
AT3G11100,0,0,0,1,0,0,0
AT3G11130,0,0,0,1,0,0,0
AT3G11150,0,0,0,1,1,0,1
AT3G11170,0,0,0,1,0,0,0
AT3G11230,0,0,1,1,1,0,0
AT3G11320,0,0,1,1,1,1,1
AT3G11330,0,0,1,1,1,0,1
AT3G11340,1,1,1,1,1,1,1
AT3G11390,0,0,0,1,0,0,0
AT3G11402,1,1,1,1,1,1,1
AT3G11420,0,0,1,1,1,1,1
AT3G11440,0,0,0,0,1,0,0
AT3G11650,0,0,1,1,1,1,1
AT3G11773,0,0,0,1,1,0,0
AT3G11810,0,0,1,1,0,0,0
AT3G11820,1,1,1,1,1,1,1
AT3G11840,1,1,1,1,1,1,1
AT3G11850,0,0,0,1,0,0,0
AT3G11880,0,0,0,1,0,0,0
AT3G11900,0,0,0,0,1,0,0
AT3G12030,0,0,0,1,0,0,0
AT3G12040,0,0,1,1,1,1,1
AT3G12050,0,0,0,1,0,0,0
AT3G12145,0,0,0,1,1,1,0
AT3G12200,0,0,0,1,0,0,0
AT3G12220,0,0,0,1,0,0,0
AT3G12230,0,0,0,1,0,0,0
AT3G12350,0,0,0,1,0,0,0
AT3G12360,0,1,1,1,1,1,1
AT3G12400,0,0,1,1,0,1,0
AT3G12480,0,0,0,1,0,0,0
AT3G12502,0,0,0,0,1,0,0
AT3G12510,0,0,1,1,1,0,1
AT3G12570,0,0,0,1,0,0,0
AT3G12580,1,1,1,1,1,1,1
AT3G12600,0,0,0,1,0,0,0
AT3G12620,0,0,0,1,0,0,0
AT3G12630,0,0,0,1,0,0,0
AT3G12740,1,1,1,1,1,1,1
AT3G12830,0,0,1,1,1,1,1
AT3G12835,0,0,0,0,0,1,0
AT3G12910,1,1,1,1,1,1,1
AT3G12960,0,0,0,1,0,0,0
AT3G12977,0,0,1,0,0,0,0
AT3G13020,0,0,1,1,1,1,1
AT3G13030,0,0,0,0,0,0,1
AT3G13050,0,0,1,1,1,1,1
AT3G13080,1,1,1,1,1,1,1
AT3G13090,0,0,0,1,0,1,1
AT3G13100,0,0,1,1,1,1,1
AT3G13110,0,0,1,1,1,1,1
AT3G13130,0,1,0,0,0,0,0
AT3G13200,0,0,0,1,0,0,0
AT3G13210,0,0,1,1,0,1,0
AT3G13275,0,0,1,1,0,1,0
AT3G13280,0,0,0,1,0,0,0
AT3G13330,0,0,1,1,1,0,1
AT3G13380,0,0,1,1,1,1,1
AT3G13430,1,1,1,1,1,1,1
AT3G13432,1,1,1,1,1,1,1
AT3G13433,1,1,1,1,1,1,1
AT3G13435,0,1,0,1,0,1,1
AT3G13437,0,1,1,1,1,1,1
AT3G13500,0,0,0,1,0,0,0
AT3G13600,0,1,1,1,1,1,1
AT3G13610,0,0,0,1,0,1,1
AT3G13650,0,0,0,1,0,1,1
AT3G13720,0,0,0,1,0,0,0
AT3G13784,0,0,0,0,0,0,1
AT3G13790,1,1,1,1,1,1,1
AT3G13850,0,1,1,1,1,1,1
AT3G13900,0,0,1,1,1,1,1
AT3G13910,1,1,1,1,1,1,1
AT3G13950,1,1,1,1,1,1,1
AT3G13965,0,0,0,1,0,0,1
AT3G14050,1,1,1,1,1,1,1
AT3G14060,0,0,1,0,0,0,0
AT3G14090,0,0,0,1,0,0,0
AT3G14180,0,0,1,1,0,0,0
AT3G14200,0,0,1,1,1,0,0
AT3G14225,1,1,1,1,1,1,1
AT3G14260,0,0,0,1,0,1,1
AT3G14280,0,0,0,0,0,1,0
AT3G14430,0,0,0,1,0,0,0
AT3G14440,0,0,1,0,0,1,0
AT3G14470,0,0,0,1,0,0,0
AT3G14590,0,0,0,0,0,1,0
AT3G14620,1,1,1,1,1,1,1
