ATG,LPS,chitin,elf,flg,nlp,OGs,pep
AT1G30040,1,1,1,1,1,1,1
AT1G30070,0,0,1,1,0,0,0
AT1G30110,0,1,1,1,0,0,1
AT1G30135,0,0,1,1,1,1,1
AT1G30190,1,1,1,1,1,1,1
AT1G30220,0,0,0,1,0,0,0
AT1G30270,0,0,1,1,1,0,1
AT1G30300,0,0,1,1,0,1,1
AT1G30320,0,0,1,1,1,1,1
AT1G30370,1,1,1,1,1,1,1
AT1G30410,0,0,1,0,0,0,0
AT1G30420,1,1,1,1,1,1,1
AT1G30620,1,1,1,1,1,1,1
AT1G30640,0,0,1,1,1,1,1
AT1G30700,1,1,1,1,1,1,1
AT1G30720,1,1,1,1,1,1,1
AT1G30730,1,1,1,1,1,1,1
AT1G30740,0,1,1,1,1,1,1
AT1G30755,1,1,1,1,1,1,1
AT1G30757,0,0,1,1,0,0,0
AT1G30760,0,0,0,0,0,0,1
AT1G30810,0,0,1,1,1,1,1
AT1G30860,0,0,0,1,0,0,0
AT1G30900,0,1,1,1,1,1,1
AT1G30990,0,0,0,1,0,0,0
AT1G31040,0,0,0,0,0,0,1
AT1G31130,1,1,1,1,1,1,1
AT1G31220,0,0,1,0,0,0,0
AT1G31280,0,0,1,0,1,0,1
AT1G31290,1,1,1,1,1,1,1
AT1G31310,0,0,1,0,0,0,1
AT1G31340,0,0,1,1,0,0,0
AT1G31350,1,1,1,1,0,1,1
AT1G31355,0,1,1,1,0,1,1
AT1G31460,0,0,1,0,1,0,0
AT1G31490,0,0,0,1,0,0,0
AT1G31540,1,1,1,1,1,1,1
AT1G31550,0,0,0,1,1,1,0
AT1G31580,1,1,0,0,0,1,1
AT1G31814,0,0,0,1,0,0,0
AT1G31885,0,0,1,1,0,0,0
AT1G31930,0,0,1,1,1,1,1
AT1G32049,0,0,0,1,0,0,0
AT1G32120,0,0,1,1,0,0,1
AT1G32130,0,0,1,1,0,0,0
AT1G32150,0,1,0,1,1,1,1
AT1G32170,0,0,1,1,1,1,0
AT1G32230,0,0,1,1,1,0,0
AT1G32330,0,0,1,1,1,0,0
AT1G32340,0,0,0,1,1,0,0
AT1G32350,0,0,0,1,1,1,1
AT1G32375,0,0,0,1,0,0,0
AT1G32460,0,0,1,1,0,1,0
AT1G32640,0,1,1,1,1,1,1
AT1G32700,0,0,1,1,1,1,1
AT1G32790,0,0,1,1,0,0,0
AT1G32870,0,0,0,1,1,0,0
AT1G32880,0,0,0,1,0,0,0
AT1G32910,0,1,1,1,0,1,1
AT1G32920,1,1,1,1,1,1,1
AT1G32928,1,1,1,1,1,1,1
AT1G32940,0,0,1,1,1,1,1
AT1G32950,0,0,0,1,1,0,0
AT1G32960,1,1,1,1,1,1,1
AT1G32970,0,0,0,0,0,1,1
AT1G33030,1,1,1,1,1,1,1
AT1G33050,0,0,0,1,0,0,0
AT1G33102,0,0,0,0,0,1,1
AT1G33110,1,0,1,1,1,1,1
AT1G33280,0,0,1,0,0,0,0
AT1G33390,0,0,1,1,1,0,0
AT1G33420,0,0,0,1,0,0,0
AT1G33475,0,0,0,1,0,0,0
AT1G33560,0,0,1,1,1,1,1
AT1G33590,1,1,1,1,1,1,1
AT1G33600,1,1,1,1,1,1,1
AT1G33610,1,1,1,1,1,1,1
AT1G33612,1,0,1,1,1,0,1
AT1G33615,0,0,1,1,0,0,0
AT1G33720,0,0,0,1,1,1,0
AT1G33760,1,1,1,1,1,1,1
AT1G33790,0,0,0,0,0,0,1
AT1G33840,0,0,1,1,0,0,0
AT1G33900,0,0,1,1,0,0,0
AT1G33910,0,0,1,1,0,0,0
AT1G33960,0,0,1,1,1,1,1
AT1G33980,0,0,0,1,0,0,0
AT1G34150,0,0,0,1,0,0,0
AT1G34180,1,1,1,0,1,1,1
AT1G34190,0,0,0,1,0,0,0
AT1G34200,0,0,0,0,1,0,1
AT1G34220,0,0,0,1,0,0,0
AT1G34260,0,0,1,1,1,1,1
AT1G34300,0,0,1,1,1,0,1
AT1G34315,0,0,0,1,0,0,0
AT1G34320,0,0,1,1,1,0,1
AT1G34370,0,0,1,1,1,0,1
AT1G34420,1,1,1,1,1,1,1
AT1G34670,0,0,0,0,0,0,1
AT1G34750,1,1,1,1,1,1,1
AT1G35140,0,1,1,1,1,1,1
AT1G35180,0,0,0,1,0,0,0
AT1G35210,1,1,1,1,1,1,1
AT1G35230,1,1,1,1,1,1,1
AT1G35350,0,1,1,1,1,1,1
AT1G35430,0,0,1,1,0,0,0
AT1G35580,0,0,0,1,0,0,0
AT1G35625,0,0,0,0,0,0,1
AT1G35660,0,0,1,0,0,0,0
AT1G35670,0,0,0,1,0,0,1
AT1G35710,1,1,1,1,1,1,1
AT1G35910,0,1,1,1,1,1,1
AT1G36060,0,0,1,1,0,0,0
AT1G36370,1,0,1,1,1,1,1
AT1G36622,1,1,1,1,1,1,1
AT1G36640,0,1,1,1,1,1,1
AT1G37130,0,0,0,1,0,0,0
AT1G40104,0,1,0,1,0,0,0
AT1G42470,0,0,1,1,0,1,1
AT1G42480,0,0,1,1,0,0,0
AT1G42680,0,0,0,1,1,0,0
AT1G42980,1,1,1,1,1,1,1
AT1G42990,1,1,1,1,1,1,1
AT1G43000,1,1,1,1,1,1,1
AT1G43130,0,0,0,1,0,0,0
AT1G43140,0,0,0,0,0,0,1
AT1G43160,0,0,0,1,0,1,1
AT1G43180,0,1,1,1,0,1,1
AT1G43310,0,0,1,1,1,0,1
AT1G43890,0,0,0,1,0,0,0
AT1G44010,0,0,0,1,0,0,0
AT1G44090,0,0,0,1,0,0,0
AT1G44100,1,1,1,1,1,1,1
AT1G44120,0,0,1,0,0,0,0
AT1G44130,0,1,1,1,1,1,1
AT1G44350,0,0,1,1,1,1,1
AT1G44830,1,1,0,0,1,0,0
AT1G45010,0,0,1,0,0,0,0
AT1G45015,0,0,0,0,0,0,1
AT1G45145,0,0,1,1,1,1,1
AT1G45180,0,0,0,1,0,0,0
AT1G45207,0,1,1,1,1,1,1
AT1G45233,0,0,0,1,0,0,0
AT1G47056,0,0,0,1,0,0,0
AT1G47300,0,0,0,1,0,0,0
AT1G47370,0,0,1,1,1,0,0
AT1G47380,0,0,1,1,0,1,0
AT1G47480,0,0,0,1,1,0,1
AT1G47510,0,0,1,1,1,1,1
AT1G47530,0,0,0,1,0,0,0
AT1G47560,0,0,0,1,0,0,0
AT1G47710,0,0,0,1,0,0,0
AT1G47750,0,0,1,1,0,0,0
AT1G47830,0,0,0,1,1,0,0
AT1G47870,0,0,0,1,0,0,0
AT1G47890,1,1,1,1,1,1,1
AT1G47990,0,0,0,1,0,0,1
AT1G48000,0,0,0,0,0,0,1
AT1G48040,0,0,0,1,0,0,0
AT1G48060,0,0,0,1,1,0,0
AT1G48140,0,0,0,1,0,0,0
AT1G48160,0,0,0,1,0,0,0
AT1G48210,0,0,1,1,1,0,0
AT1G48260,0,0,0,0,1,0,0
AT1G48280,0,1,1,1,0,0,1
AT1G48320,0,1,1,1,1,1,1
AT1G48325,0,0,0,0,0,1,0
AT1G48490,0,0,1,1,1,0,0
AT1G48605,0,0,1,1,1,0,1
AT1G48640,0,0,0,0,1,1,0
AT1G48745,0,0,0,1,0,0,0
AT1G48790,0,0,0,1,0,0,0
AT1G48850,0,0,1,1,1,1,1
AT1G48960,0,0,0,1,0,0,0
AT1G48970,0,0,0,1,0,0,0
AT1G49000,1,1,1,1,1,1,1
AT1G49030,0,0,1,1,0,0,0
AT1G49032,0,0,1,1,0,0,0
AT1G49050,1,1,1,1,1,1,1
AT1G49405,0,0,0,0,1,0,0
AT1G49430,0,0,1,0,0,0,0
AT1G49640,1,0,0,0,0,1,0
AT1G49710,0,0,1,0,0,0,0
AT1G49832,0,0,0,1,1,0,1
AT1G49900,0,0,0,1,0,0,0
AT1G49950,0,0,1,1,0,0,0
AT1G50110,1,1,0,0,0,0,0
AT1G50180,1,1,1,1,1,1,1
AT1G50310,0,0,1,1,0,1,1
AT1G50360,0,0,0,1,1,0,1
AT1G50420,0,0,0,0,0,1,1
AT1G50440,0,0,0,1,0,0,0
AT1G50570,0,0,0,1,1,0,0
AT1G50590,0,0,0,1,0,0,0
AT1G50640,0,0,0,1,0,0,0
AT1G50740,1,1,1,1,1,1,1
AT1G50750,1,1,1,1,1,1,1
AT1G51020,0,0,0,0,0,0,1
AT1G51090,0,0,0,0,0,1,0
AT1G51160,0,0,0,1,0,0,0
AT1G51270,1,1,1,1,1,1,1
AT1G51520,0,0,0,0,1,0,0
AT1G51620,1,1,1,1,1,1,1
AT1G51640,0,0,0,1,0,0,0
AT1G51660,1,1,1,1,1,1,1
AT1G51670,0,1,1,1,1,1,1
AT1G51680,0,0,1,1,1,1,1
AT1G51690,0,0,0,1,0,0,0
AT1G51700,1,1,1,1,1,1,1
AT1G51740,0,0,0,1,0,0,0
AT1G51760,0,0,1,1,1,1,1
AT1G51780,0,0,0,1,0,0,0
AT1G51790,1,1,1,1,1,1,1
AT1G51800,1,1,1,1,1,1,1
AT1G51805,0,1,1,1,0,0,1
AT1G51820,1,1,1,1,1,1,1
AT1G51830,1,0,1,1,0,1,0
AT1G51840,1,0,1,1,0,0,1
AT1G51850,1,1,1,1,1,1,1
AT1G51860,0,1,1,1,1,1,1
AT1G51890,1,1,1,1,1,1,1
AT1G51900,1,0,1,1,1,1,1
AT1G51913,1,1,1,1,1,1,1
AT1G51915,1,1,1,1,1,1,1
AT1G51920,1,1,1,1,1,1,1
AT1G51960,0,0,0,0,1,0,0
AT1G52040,0,0,0,1,1,0,0
AT1G52200,1,1,1,1,1,1,1
AT1G52260,0,0,0,1,0,0,0
AT1G52565,1,0,1,1,1,1,1
AT1G52570,0,0,1,0,0,0,1
AT1G52580,0,0,1,0,0,0,1
AT1G52600,0,0,1,1,1,0,0
AT1G52640,0,0,0,1,0,0,0
AT1G52690,0,0,0,0,0,1,0
AT1G52760,0,0,1,1,1,1,1
AT1G52770,1,1,0,0,0,1,0
AT1G52780,0,0,1,1,1,1,1
AT1G52800,0,0,1,1,0,0,0
AT1G52810,0,0,0,1,0,0,0
AT1G52827,0,0,1,1,0,1,0
AT1G52855,0,1,1,1,0,0,0
AT1G52890,0,0,0,1,1,0,1
AT1G53030,0,0,0,1,0,0,0
AT1G53060,0,0,0,1,1,1,1
AT1G53080,1,1,1,1,1,1,1
AT1G53110,0,0,0,0,0,0,1
AT1G53170,0,0,1,1,1,1,1
AT1G53180,0,0,0,0,0,0,1
AT1G53270,0,0,0,0,0,0,1
AT1G53320,0,0,1,1,0,0,0
AT1G53330,0,1,1,1,0,1,0
AT1G53380,0,0,1,1,0,0,0
AT1G53390,0,0,1,1,1,0,1
AT1G53400,0,0,0,1,0,0,0
AT1G53430,0,1,1,1,1,1,1
AT1G53440,0,1,1,1,1,1,1
AT1G53490,0,0,0,1,1,0,1
AT1G53540,0,0,1,1,1,0,0
AT1G53610,0,0,0,1,0,0,0
AT1G53620,0,1,0,1,0,1,0
AT1G53625,1,1,1,1,1,1,1
AT1G53633,0,0,1,1,0,1,1
AT1G53635,0,0,0,1,0,0,0
AT1G53640,0,0,0,1,0,0,0
AT1G53700,0,1,0,1,1,0,0
AT1G53770,0,0,0,1,0,0,0
AT1G53870,0,0,0,1,0,0,1
AT1G53885,0,0,0,0,0,0,1
AT1G53890,0,0,0,1,0,0,1
AT1G53903,0,0,0,0,0,0,1
AT1G53920,0,1,1,1,0,1,1
AT1G53950,0,0,0,1,1,0,0
AT1G53970,0,0,0,1,1,0,1
AT1G53980,0,0,1,1,1,1,1
AT1G53990,0,0,1,1,1,1,1
AT1G54050,0,0,1,0,0,0,0
AT1G54090,0,0,0,1,1,0,0
AT1G54100,0,0,0,1,0,0,1
AT1G54115,0,0,0,1,0,0,0
AT1G54150,0,0,0,1,0,0,0
AT1G54160,0,0,0,1,1,0,0
AT1G54170,0,0,0,1,0,0,0
AT1G54210,0,0,0,1,0,0,0
AT1G54460,0,0,0,1,0,0,0
AT1G54890,0,0,0,0,0,0,1
AT1G54940,0,0,0,0,1,0,0
AT1G54960,0,0,0,0,1,0,0
AT1G55010,0,0,0,1,0,0,0
AT1G55020,0,0,1,1,0,1,1
AT1G55080,0,0,0,1,0,0,0
AT1G55110,0,0,1,1,1,1,1
AT1G55120,0,0,0,0,0,0,1
AT1G55210,1,0,1,1,1,0,1
AT1G55230,1,0,1,1,1,0,0
AT1G55240,0,0,0,1,1,0,0
AT1G55365,0,1,1,1,1,1,1
AT1G55390,0,0,1,1,1,0,0
AT1G55440,0,0,0,1,0,0,0
AT1G55450,1,1,1,1,1,1,1
AT1G55460,0,0,1,1,0,0,1
AT1G55475,0,0,1,1,0,0,1
AT1G55510,0,0,0,1,0,0,0
AT1G55525,0,0,0,0,0,0,1
AT1G55530,0,0,1,1,1,0,1
AT1G55550,0,0,0,0,1,0,0
AT1G55590,0,0,1,1,0,0,0
AT1G55790,0,0,0,0,0,1,0
AT1G55820,0,0,0,1,0,0,0
AT1G55850,0,0,0,0,1,1,1
AT1G55910,1,1,1,1,0,1,1
AT1G55915,0,0,1,1,0,0,0
AT1G55920,0,1,1,1,1,1,1
AT1G55964,0,0,0,1,0,0,0
AT1G55970,0,0,1,1,0,0,0
AT1G56060,1,1,1,1,1,1,1
AT1G56080,0,0,1,0,0,0,0
AT1G56130,0,0,1,1,1,0,0
AT1G56140,1,1,1,1,1,1,1
AT1G56145,0,0,1,1,1,0,0
AT1G56150,0,0,1,1,1,1,1
AT1G56170,1,0,0,0,0,0,0
AT1G56240,1,1,1,1,1,1,1
AT1G56242,0,0,1,1,1,1,1
AT1G56250,1,1,1,1,1,1,1
AT1G56260,0,0,1,0,0,0,1
AT1G56300,0,0,0,1,0,0,0
AT1G56330,0,0,1,1,0,0,0
AT1G56340,0,1,1,1,1,0,1
AT1G56345,0,1,0,0,1,1,0
AT1G56470,0,0,1,1,1,1,1
AT1G56480,0,0,0,0,0,0,1
AT1G56510,1,1,1,1,1,1,1
AT1G56520,1,1,1,1,1,1,1
AT1G56540,1,1,1,1,1,1,1
AT1G56660,0,0,1,1,0,1,1
AT1G56710,0,0,0,1,1,0,0
AT1G57560,0,0,1,0,1,0,1
AT1G57610,0,0,0,1,0,0,0
AT1G57620,0,0,0,1,0,0,0
AT1G57630,1,1,1,1,1,1,1
AT1G57650,0,0,1,1,1,1,1
AT1G57700,0,1,0,1,0,0,0
AT1G57765,0,0,0,1,0,0,0
AT1G57980,0,0,0,1,0,0,0
AT1G57990,1,1,1,1,1,1,1
AT1G58100,0,0,0,1,0,0,0
AT1G58180,0,0,1,1,0,0,0
AT1G58190,0,0,1,1,0,0,1
AT1G58225,1,1,1,1,1,1,1
AT1G58340,0,0,1,1,1,1,1
AT1G58410,0,0,1,1,1,1,1
AT1G58420,1,1,1,1,1,1,1
AT1G58590,0,0,1,1,1,1,1
AT1G58602,0,0,0,1,0,0,0
AT1G58807,0,0,1,1,0,1,1
AT1G58848,0,0,1,1,0,0,1
AT1G59124,0,0,1,1,0,1,1
AT1G59218,0,0,1,1,0,0,1
AT1G59580,0,0,1,1,0,0,0
AT1G59590,1,1,1,1,1,1,1
AT1G59620,0,1,1,1,1,1,1
AT1G59650,0,0,1,1,0,0,0
AT1G59700,0,0,0,0,0,1,1
AT1G59740,0,0,1,1,1,1,1
AT1G59820,0,0,1,1,1,1,1
AT1G59850,0,0,0,1,0,0,0
AT1G59860,1,1,1,1,1,1,1
AT1G59865,0,0,0,1,0,0,0
AT1G59870,0,1,1,1,1,1,1
AT1G59910,1,1,1,1,1,1,1
AT1G59940,0,0,0,0,0,0,1
AT1G59950,0,0,1,1,1,1,1
AT1G59970,0,0,1,0,0,1,1
AT1G60110,0,0,1,0,0,0,0
AT1G60130,0,0,1,1,1,1,1
AT1G60190,0,0,0,1,0,0,0
AT1G60420,0,0,1,1,0,0,0
AT1G60440,0,0,1,1,1,1,1
AT1G60500,0,0,0,1,1,0,1
AT1G60545,0,0,0,1,0,0,0
AT1G60610,0,0,0,0,1,0,0
AT1G60720,0,0,0,1,0,0,0
AT1G60730,0,0,1,1,1,1,1
AT1G60740,0,0,1,1,1,0,0
AT1G60750,0,0,0,1,1,1,1
AT1G60970,0,0,1,1,0,1,0
AT1G61120,0,0,1,1,1,1,1
AT1G61140,0,0,1,1,1,1,1
AT1G61215,0,0,0,1,0,0,1
AT1G61230,0,0,0,0,0,0,1
AT1G61250,0,0,1,1,1,1,1
AT1G61255,0,1,1,1,0,0,0
AT1G61260,0,1,1,1,1,1,1
AT1G61290,0,0,0,1,0,1,0
AT1G61340,1,1,1,1,1,1,1
AT1G61360,1,1,1,1,1,1,1
AT1G61370,0,1,1,1,1,1,1
AT1G61380,1,1,1,1,1,1,1
AT1G61390,0,0,0,1,0,0,0
AT1G61400,0,0,1,1,1,0,1
AT1G61410,0,0,1,1,0,0,0
AT1G61415,0,0,1,1,1,0,0
AT1G61420,1,1,1,1,1,1,1
AT1G61430,0,0,1,1,1,1,1
AT1G61440,0,0,1,1,1,0,1
AT1G61460,1,1,1,1,1,1,1
AT1G61470,1,1,1,1,1,1,1
AT1G61480,0,0,0,1,0,0,0
AT1G61490,0,0,1,0,0,0,0
AT1G61550,0,1,1,1,1,1,1
AT1G61560,1,1,1,1,1,1,1
AT1G61610,0,0,1,1,0,0,1
AT1G61640,0,0,1,1,1,0,1
AT1G61660,0,0,1,1,1,1,1
AT1G61690,0,0,0,1,0,0,0
AT1G61720,0,0,0,1,1,0,0
AT1G61750,0,0,1,1,1,0,0
AT1G61770,0,0,0,1,0,0,0
AT1G61780,0,0,1,1,0,0,0
AT1G61800,0,0,0,1,0,1,1
AT1G61810,0,0,1,1,1,1,1
AT1G61820,0,0,0,1,0,1,1
AT1G61890,0,0,1,1,1,1,1
AT1G61950,0,0,0,0,1,0,0
AT1G62045,0,0,0,1,0,0,0
AT1G62200,0,0,0,0,1,0,0
AT1G62280,0,0,0,1,0,0,0
AT1G62300,1,1,1,1,1,1,1
AT1G62305,0,0,1,1,1,1,1
AT1G62310,0,0,0,1,0,0,0
AT1G62420,0,1,1,1,1,1,1
AT1G62422,1,1,1,1,1,1,1
AT1G62600,0,0,0,1,0,0,0
AT1G62740,0,0,0,1,1,0,0
AT1G63010,0,0,0,0,0,0,1
AT1G63180,0,0,0,1,0,0,0
AT1G63245,0,1,1,1,1,1,1
AT1G63290,0,0,0,1,0,0,0
AT1G63340,0,0,0,0,0,0,1
AT1G63350,1,1,1,1,1,1,1
AT1G63370,0,0,0,1,0,0,0
AT1G63500,0,0,1,1,1,1,1
AT1G63530,1,1,1,1,1,1,1
AT1G63550,0,0,0,1,0,0,0
AT1G63580,0,0,0,1,0,0,0
AT1G63720,1,1,1,1,1,1,1
AT1G63740,0,0,1,1,1,1,1
AT1G63750,1,1,1,1,1,1,1
AT1G63820,1,1,1,1,1,1,1
AT1G63830,1,1,1,1,1,1,1
AT1G63840,0,0,1,1,1,1,1
AT1G63860,1,1,1,1,1,1,1
AT1G63870,0,1,1,1,0,1,1
AT1G63930,0,0,0,0,1,0,0
AT1G64010,0,0,0,1,0,0,0
AT1G64060,0,0,0,1,0,0,1
AT1G64065,1,1,1,1,1,1,1
AT1G64080,0,1,1,1,1,1,1
AT1G64100,0,0,0,1,0,0,0
AT1G64105,0,1,0,0,0,0,0
AT1G64160,0,0,1,1,0,1,1
AT1G64170,0,1,1,1,0,1,1
AT1G64280,0,0,1,1,1,1,1
AT1G64300,0,0,1,1,1,0,0
AT1G64380,0,1,1,1,1,1,1
AT1G64385,0,0,1,1,0,0,1
AT1G64400,1,1,1,1,1,1,1
AT1G64405,0,0,1,1,0,0,0
AT1G64460,0,0,1,1,1,0,0
AT1G64470,0,0,1,0,0,0,0
AT1G64490,0,0,0,1,0,0,0
AT1G64560,0,0,1,1,1,1,1
AT1G64561,0,0,0,1,1,0,1
AT1G64563,0,0,1,1,0,0,0
AT1G64610,1,1,1,1,1,1,1
AT1G64660,0,0,1,1,1,0,1
AT1G64700,0,1,1,1,0,1,0
AT1G64710,0,1,1,1,1,1,1
AT1G64760,0,1,1,1,1,1,1
AT1G64980,0,0,1,1,0,1,1
AT1G65000,0,0,0,1,0,0,0
AT1G65040,1,1,1,1,1,1,1
AT1G65120,0,0,0,1,0,0,0
AT1G65190,0,0,0,1,0,0,0
AT1G65240,1,1,1,1,1,1,1
AT1G65250,0,0,1,1,1,1,1
AT1G65310,0,0,1,1,1,1,1
AT1G65385,1,1,1,1,1,1,1
AT1G65390,1,1,1,1,1,1,1
AT1G65481,1,1,1,1,1,1,1
AT1G65483,0,0,1,0,0,0,0
AT1G65484,0,1,1,1,0,0,0
AT1G65486,1,1,1,1,1,1,1
AT1G65490,1,1,1,1,1,1,1
AT1G65500,0,1,1,1,0,1,1
AT1G65510,1,1,1,1,1,1,1
AT1G65520,0,0,1,1,1,0,0
AT1G65540,0,0,0,1,1,0,0
AT1G65610,0,0,1,1,0,0,0
AT1G65690,1,1,1,1,1,1,1
AT1G65720,0,0,0,1,0,0,0
AT1G65730,1,1,1,1,0,1,1
AT1G65790,0,1,1,1,1,1,1
AT1G65800,0,0,1,1,1,1,1
AT1G65820,0,0,0,0,1,0,0
AT1G65845,1,1,1,1,1,1,1
AT1G65850,0,0,1,1,0,0,1
AT1G65870,0,1,1,1,0,0,0
AT1G65970,0,0,0,1,1,0,0
AT1G65980,0,0,0,1,0,0,0
AT1G65985,0,0,0,0,0,0,1
AT1G66070,0,0,0,1,0,0,0
AT1G66080,1,1,1,0,0,0,0
AT1G66090,1,1,1,1,1,1,1
AT1G66160,1,1,1,1,1,1,1
AT1G66170,0,1,1,1,1,1,1
AT1G66173,0,0,0,1,0,1,1
AT1G66230,0,0,1,1,0,0,0
AT1G66250,0,0,0,0,0,0,1
AT1G66340,0,0,1,1,0,0,0
AT1G66390,0,0,0,0,0,1,0
AT1G66400,1,1,1,1,1,1,1
AT1G66460,1,1,1,1,1,1,1
AT1G66480,0,1,1,1,1,1,1
AT1G66500,1,1,1,1,1,1,1
AT1G66570,0,0,0,1,0,0,0
AT1G66580,0,0,0,1,0,0,0
AT1G66590,0,1,1,1,1,1,1
AT1G66600,0,1,1,1,1,1,1
AT1G66680,0,0,1,1,1,0,0
AT1G66690,0,0,0,0,1,0,0
AT1G66700,0,1,1,1,1,1,1
AT1G66760,0,0,1,1,0,1,1
AT1G66780,1,1,1,1,1,1,1
AT1G66810,0,0,0,0,1,0,0
AT1G66830,1,0,1,1,1,1,1
AT1G66870,0,0,1,1,0,0,0
AT1G66880,1,1,1,1,1,1,1
AT1G66900,0,0,1,1,0,0,0
AT1G66910,0,1,1,1,1,1,1
AT1G66920,1,1,1,1,1,1,1
AT1G66930,0,1,0,0,0,1,1
AT1G67000,0,1,1,1,1,1,1
AT1G67025,0,0,0,1,0,0,1
AT1G67060,1,1,1,1,1,1,1
AT1G67070,0,0,0,1,1,0,0
AT1G67100,0,0,0,0,0,0,1
AT1G67148,0,0,1,1,0,1,1
AT1G67150,0,0,0,0,0,0,1
AT1G67160,0,0,0,0,0,0,1
AT1G67190,0,0,0,1,0,0,0
AT1G67195,0,0,1,1,0,0,0
AT1G67270,1,0,1,1,1,1,0
AT1G67310,0,0,1,1,1,1,1
AT1G67360,0,1,0,0,1,0,0
AT1G67410,0,0,0,1,0,0,0
AT1G67455,0,0,1,1,1,0,0
AT1G67460,0,1,1,1,1,1,1
AT1G67470,1,1,1,1,1,1,1
AT1G67481,0,0,0,1,0,0,1
AT1G67510,0,0,1,1,0,0,1
AT1G67520,1,1,1,1,1,1,1
AT1G67530,1,1,1,1,1,1,1
AT1G67600,0,0,0,1,0,0,0
AT1G67800,0,0,1,1,1,1,1
AT1G67810,1,1,1,1,1,1,1
AT1G67820,0,0,0,1,1,0,0
AT1G67850,0,0,1,1,1,1,1
AT1G67856,0,0,1,1,1,1,1
AT1G67880,0,1,1,1,1,1,1
AT1G67890,0,0,1,0,0,0,0
AT1G67920,0,0,1,1,1,1,1
AT1G67960,0,0,1,1,1,0,1
AT1G67970,1,1,1,1,1,1,1
AT1G67980,0,0,1,1,1,1,1
AT1G68000,0,0,0,1,0,0,0
AT1G68150,0,0,1,1,0,0,0
AT1G68240,0,0,0,1,0,1,0
AT1G68290,0,0,1,1,0,1,0
AT1G68300,0,0,0,1,0,0,0
AT1G68320,0,0,0,0,1,0,0
AT1G68330,0,1,1,1,1,1,1
AT1G68340,0,1,1,1,1,1,1
AT1G68370,0,0,0,1,0,0,0
AT1G68390,1,0,0,1,1,1,1
AT1G68410,0,0,0,1,0,0,0
AT1G68450,0,1,1,1,1,1,1
AT1G68460,0,0,0,1,0,0,0
AT1G68470,0,0,1,1,0,0,0
AT1G68500,0,0,0,0,0,1,0
AT1G68620,0,0,1,1,1,1,1
AT1G68690,1,1,1,1,1,1,1
AT1G68765,1,1,1,1,1,1,1
AT1G68840,1,1,1,1,1,1,1
AT1G68910,0,0,0,1,0,0,0
AT1G69030,0,0,0,1,0,0,0
AT1G69050,0,0,0,1,0,0,1
AT1G69150,0,0,0,1,0,1,1
AT1G69270,1,1,1,1,1,1,1
AT1G69310,0,0,1,0,0,0,0
AT1G69410,0,0,1,1,0,0,0
AT1G69430,0,0,1,1,1,1,1
AT1G69450,0,0,1,1,0,0,0
AT1G69480,0,0,1,0,1,1,1
AT1G69490,0,0,1,1,1,1,1
AT1G69520,1,1,1,1,1,1,1
AT1G69523,1,1,1,1,1,1,1
AT1G69526,0,1,1,1,1,1,1
AT1G69550,0,0,0,1,0,0,0
AT1G69610,0,0,1,1,0,0,0
AT1G69640,0,0,0,1,0,0,0
AT1G69710,0,0,0,0,1,0,0
AT1G69720,0,0,1,0,0,0,0
AT1G69730,1,1,1,0,1,1,1
AT1G69750,0,0,1,1,1,1,1
AT1G69790,0,0,0,1,0,1,1
AT1G69810,0,0,0,1,0,0,1
AT1G69840,1,1,1,1,1,1,1
AT1G69850,0,0,1,0,0,0,0
AT1G69890,1,1,1,1,1,1,1
AT1G69900,1,1,1,1,1,1,1
AT1G69910,0,0,1,1,0,1,1
AT1G69920,1,1,1,1,1,1,1
AT1G69930,1,1,1,1,1,1,1
AT1G69960,0,0,1,1,1,0,1
AT1G69980,0,0,0,1,0,0,0
AT1G70130,0,0,1,1,1,1,1
AT1G70140,1,1,1,1,1,1,1
AT1G70160,0,0,0,1,0,0,0
AT1G70170,0,0,1,1,1,1,1
AT1G70185,0,0,0,1,0,0,0
AT1G70250,0,0,1,1,0,0,1
AT1G70300,0,0,0,1,0,0,0
AT1G70410,0,0,1,1,0,0,0
AT1G70420,0,1,1,1,1,1,1
AT1G70430,0,0,0,1,0,0,0
AT1G70500,0,0,0,0,0,0,1
AT1G70520,1,1,1,1,1,1,1
AT1G70530,1,1,1,1,1,1,1
AT1G70581,0,0,1,1,1,1,1
AT1G70590,0,0,1,1,1,1,0
AT1G70690,0,0,0,1,1,1,1
AT1G70700,0,0,1,1,1,1,0
AT1G70740,1,1,1,1,1,1,1
AT1G70750,0,0,0,1,0,0,0
AT1G70800,0,0,1,1,0,1,1
AT1G70810,0,0,1,1,1,1,1
AT1G70920,0,0,1,1,1,1,1
AT1G70990,0,1,1,1,1,0,1
AT1G71000,0,0,0,1,0,0,0
AT1G71040,0,0,1,0,0,0,0
AT1G71080,0,0,0,1,1,0,0
AT1G71100,0,0,1,1,1,1,1
AT1G71140,0,0,0,1,1,0,1
AT1G71190,0,0,1,1,0,0,0
AT1G71300,0,0,0,1,0,0,0
AT1G71360,0,0,0,1,0,0,0
AT1G71370,0,0,0,0,1,0,0
AT1G71400,1,1,1,1,1,1,1
AT1G71520,1,1,1,1,1,1,1
AT1G71691,0,0,0,0,0,0,1
AT1G71697,0,1,1,1,1,1,1
AT1G71770,0,0,0,1,0,0,0
AT1G71880,0,0,1,0,0,0,1
